timestamp,roadsegment,name,Orientation,Description,lon,lat,source,lane_id,direction,number_vehicles,avg_speed_kmh,avg_length_m,avg_headway_ms,occupancy_percentage,congested,period_inverted,integration_time,class_id,class_id_count
2017-09-14T16:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,1,2,800,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-14T16:15:30Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,1,2,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-14T16:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,1,2,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-14T15:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,1,2,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-14T15:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,1,2,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-14T15:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,1,2,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-14T15:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,1,2,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-14T16:45:30Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,1,2,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-14T16:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,1,2,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-14T16:15:30Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,2,1,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-14T16:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,2,1,800,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-14T16:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,2,1,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-14T15:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,2,1,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-14T15:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,2,1,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-14T15:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,2,1,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-14T15:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,2,1,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-14T16:45:30Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,2,1,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-14T16:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,2,1,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-14T16:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,3,2,800,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-14T16:15:30Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,3,2,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-14T16:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,3,2,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-14T15:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,3,2,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-14T15:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,3,2,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-14T15:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,3,2,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-14T15:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,3,2,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-14T16:45:30Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,3,2,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-14T16:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,3,2,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-14T16:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,4,1,800,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-14T16:15:30Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,4,1,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-14T16:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,4,1,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-14T15:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,4,1,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-14T15:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,4,1,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-14T15:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,4,1,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-14T15:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,4,1,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-14T16:45:30Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,4,1,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-14T16:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,4,1,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-14T16:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,5,2,800,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-14T16:15:30Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,5,2,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-14T16:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,5,2,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-14T15:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,5,2,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-14T15:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,5,2,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-14T15:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,5,2,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-14T15:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,5,2,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-14T16:45:30Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,5,2,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-14T16:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,5,2,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-14T16:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,6,1,800,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-14T16:15:30Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,6,1,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-14T16:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,6,1,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-14T15:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,6,1,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-14T15:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,6,1,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-14T15:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,6,1,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-14T15:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,6,1,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-14T16:45:30Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,6,1,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-14T16:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,6,1,50,50,20,9,3,FALSE,FALSE,900,null,null
